field,subfield,task,n_papers,n_involved,prevalence
Public Health & Epidemiology,Infectious Disease Epidemiology,"Formulate hypotheses about transmission dynamics, routes of spread, and drivers of infectious disease incidence in populations.",100,43,0.43
Public Health & Epidemiology,Infectious Disease Epidemiology,"Generate hypotheses about the population-level impact of interventions such as vaccination, screening, or contact tracing on disease burden.",100,20,0.2
Public Health & Epidemiology,Infectious Disease Epidemiology,Model the population-level impact of control measures using dynamic transmission models under alternative scenarios.,100,12,0.12
Public Health & Epidemiology,Infectious Disease Epidemiology,"Plan surveillance studies to monitor incidence, prevalence, and trends of infectious diseases over time and place.",100,27,0.27
Public Health & Epidemiology,Infectious Disease Epidemiology,"Propose hypotheses about factors driving the emergence, resurgence, or geographic spread of pathogens.",100,14,0.14
Public Health & Epidemiology,Infectious Disease Epidemiology,Recruit population-based or high-risk cohorts to follow incident infections and risk behaviors over time.,100,10,0.1
Communication & Media Studies,Information Science & Library Science,Account for self-selection bias when analyzing voluntary participation in digital library or wiki platforms.,100,1,0.01
Communication & Media Studies,Information Science & Library Science,"Acquire secondary data from library circulation records, database usage statistics, or institutional repositories.",100,19,0.19
Communication & Media Studies,Information Science & Library Science,"Analyze open-ended survey responses about user experiences with archives, libraries, or information services.",100,7,0.07
Communication & Media Studies,Information Science & Library Science,"Apply information behavior theories to frame research questions about how users seek, evaluate, and use information.",100,16,0.16
Communication & Media Studies,Information Science & Library Science,"Assess whether findings about information practices will transfer across different user communities, platforms, or institutional settings.",100,10,0.1
Communication & Media Studies,Information Science & Library Science,Code qualitative data from user interviews to identify themes in information needs and search strategies.,100,15,0.15
Communication & Media Studies,Information Science & Library Science,Collect data through reference transaction analysis or observation of information-seeking episodes.,100,3,0.03
Communication & Media Studies,Information Science & Library Science,"Conduct usability studies to observe how users interact with digital libraries, catalogs, or information retrieval systems.",100,5,0.05
Communication & Media Studies,Information Science & Library Science,"Coordinate with libraries, archives, or information organizations to access collections or recruit study participants.",100,10,0.1
Communication & Media Studies,Information Science & Library Science,"Design interview protocols to explore user experiences with information systems, digital collections, or library services.",100,14,0.14
Communication & Media Studies,Information Science & Library Science,"Design surveys to measure information literacy, search behaviors, or user satisfaction with library services and systems.",100,13,0.13
Communication & Media Studies,Information Science & Library Science,Develop questionnaires to assess knowledge sharing practices and information management behaviors in organizations.,100,1,0.01
Communication & Media Studies,Information Science & Library Science,"Draw on knowledge organization frameworks when investigating classification, metadata, or retrieval systems.",100,13,0.13
Communication & Media Studies,Information Science & Library Science,Negotiate data sharing agreements with platform providers or institutions to obtain user interaction data.,100,5,0.05
Communication & Media Studies,Information Science & Library Science,"Obtain IRB approval for studies involving library patron data, user search logs, or information behavior observations.",100,24,0.24
Business & Management,Information Systems & Digital Business,Acquire system usage logs and transaction data from enterprise information systems for secondary analysis.,100,3,0.03
Business & Management,Information Systems & Digital Business,Adapt and validate established IS measurement scales for new technology contexts or user populations.,100,47,0.47
Business & Management,Information Systems & Digital Business,Address self-selection bias in studies of voluntary technology adoption or platform participation.,100,5,0.05
Business & Management,Information Systems & Digital Business,Analyze open-ended survey responses about digital service experiences using systematic coding schemes.,100,1,0.01
Business & Management,Information Systems & Digital Business,Apply econometric techniques to establish causal effects in observational studies of digital platform outcomes.,100,3,0.03
Business & Management,Information Systems & Digital Business,Apply technology acceptance theories such as TAM or UTAUT when framing research questions about user adoption and system use.,100,27,0.27
Business & Management,Information Systems & Digital Business,Assess whether findings from specific technology platforms or digital contexts will generalize to other systems or user populations.,100,9,0.09
Business & Management,Information Systems & Digital Business,Clean and preprocess clickstream data and system log files for behavioral analysis.,100,6,0.06
Business & Management,Information Systems & Digital Business,Code qualitative data from user interviews to identify themes related to technology use and adoption barriers.,100,18,0.18
Business & Management,Information Systems & Digital Business,Collect user experience data through online surveys embedded in digital platforms or applications.,100,18,0.18
Business & Management,Information Systems & Digital Business,Conduct usability testing sessions to gather primary data on user interactions with information systems.,100,3,0.03
Business & Management,Information Systems & Digital Business,Control for confounding variables when analyzing the relationship between IT investments and organizational performance.,100,5,0.05
Business & Management,Information Systems & Digital Business,Coordinate with IT departments to obtain system data or recruit enterprise system users as study participants.,100,9,0.09
Business & Management,Information Systems & Digital Business,Design interview protocols to explore user experiences with information systems and digital platforms.,100,19,0.19
Business & Management,Information Systems & Digital Business,"Design survey instruments to measure technology acceptance constructs such as perceived usefulness, ease of use, and behavioral intention.",100,27,0.27
Business & Management,Information Systems & Digital Business,Develop focus group guides to investigate organizational technology implementation processes and challenges.,100,1,0.01
Business & Management,Information Systems & Digital Business,Develop informed consent procedures for research involving digital trace data or platform user studies.,100,6,0.06
Business & Management,Information Systems & Digital Business,"Develop questionnaires to assess user satisfaction, system quality, and information quality in digital systems.",100,4,0.04
Business & Management,Information Systems & Digital Business,Draw on institutional theory to examine organizational adoption of information systems and digital technologies.,100,3,0.03
Business & Management,Information Systems & Digital Business,Evaluate the temporal validity of findings given rapid technological change and evolving digital environments.,100,2,0.02
Business & Management,Information Systems & Digital Business,"Extract digital trace data from online platforms, social media, or e-commerce systems for research purposes.",100,5,0.05
Business & Management,Information Systems & Digital Business,Negotiate data access agreements with technology companies or platform providers for research purposes.,100,2,0.02
Business & Management,Information Systems & Digital Business,"Obtain IRB approval for studies involving user interaction data, system logs, or online behavioral tracking.",100,5,0.05
Business & Management,Information Systems & Digital Business,Recode and standardize user-generated content and text responses from digital platforms.,100,0,0.0
Chemistry,Inorganic Chemistry,Acquire infrared and Raman spectra to identify functional groups and bonding modes in inorganic compounds.,100,45,0.45
Chemistry,Inorganic Chemistry,Apply thermodynamic principles to predict stability and reactivity of metal complexes in solution.,100,10,0.1
Chemistry,Inorganic Chemistry,Assess purity and yield of synthesized compounds using multiple analytical techniques.,100,69,0.69
Chemistry,Inorganic Chemistry,Collect single-crystal X-ray diffraction data to determine molecular and crystal structures of synthesized compounds.,100,56,0.56
Chemistry,Inorganic Chemistry,Design syntheses with inert atmosphere conditions to protect air-sensitive or moisture-sensitive compounds.,100,22,0.22
Chemistry,Inorganic Chemistry,Fit spectroscopic data to theoretical models to extract electronic and structural parameters.,100,31,0.31
Chemistry,Inorganic Chemistry,Grow single crystals of inorganic compounds suitable for X-ray diffraction analysis.,100,54,0.54
Chemistry,Inorganic Chemistry,Obtain NMR spectra of diamagnetic metal complexes to confirm structure and purity.,100,30,0.3
Chemistry,Inorganic Chemistry,Perform density functional theory calculations to predict structures and properties of inorganic compounds.,100,30,0.3
Chemistry,Inorganic Chemistry,Perform elemental analysis to verify composition and purity of synthesized compounds.,100,44,0.44
Chemistry,Inorganic Chemistry,"Plan reaction conditions including solvent selection, temperature, and stoichiometry for targeted inorganic compound synthesis.",100,92,0.92
Chemistry,Inorganic Chemistry,Predict molecular geometries and electronic structures of coordination compounds using crystal field theory and ligand field theory.,100,6,0.06
Chemistry,Inorganic Chemistry,Prepare organometallic compounds using air-free Schlenk line or glovebox techniques.,100,15,0.15
Chemistry,Inorganic Chemistry,"Process raw diffraction data to correct for absorption, background, and systematic errors.",100,63,0.63
Chemistry,Inorganic Chemistry,"Purify synthesized compounds through recrystallization, sublimation, or chromatographic methods.",100,35,0.35
Chemistry,Inorganic Chemistry,Record UV-visible absorption spectra to characterize electronic transitions in metal complexes.,100,31,0.31
Chemistry,Inorganic Chemistry,Refine crystal structure models against diffraction data to determine atomic positions and bond parameters.,100,62,0.62
Chemistry,Inorganic Chemistry,Synthesize coordination compounds and metal complexes through ligand substitution and complexation reactions.,100,87,0.87
Law,Intellectual Property Law,Address endogeneity in studies examining the relationship between patent strength and research investment.,100,0,0.0
Law,Intellectual Property Law,Apply theories of innovation incentives and knowledge diffusion when framing research questions about patent or copyright systems.,100,43,0.43
Law,Intellectual Property Law,Assess whether findings about intellectual property rules will generalize across different legal jurisdictions or treaty frameworks.,100,13,0.13
Law,Intellectual Property Law,"Classify patent claims or trademark applications by technology field, industry sector, or legal category.",100,13,0.13
Law,Intellectual Property Law,Code judicial opinions or legislative materials to identify doctrinal trends or policy rationales in IP law.,100,51,0.51
Law,Intellectual Property Law,"Conduct interviews with IP practitioners, policymakers, or industry stakeholders to gather primary qualitative data.",100,4,0.04
Law,Intellectual Property Law,Control for firm characteristics and market conditions when analyzing the effects of IP rights on innovation outcomes.,100,1,0.01
Law,Intellectual Property Law,"Coordinate with patent offices, industry associations, or technology transfer offices to access proprietary IP data.",100,8,0.08
Law,Intellectual Property Law,"Design surveys to measure stakeholder attitudes toward patent reform, copyright enforcement, or trademark protection.",100,3,0.03
Law,Intellectual Property Law,"Develop interview protocols to collect qualitative data from patent attorneys, inventors, or rights holders about IP practices.",100,4,0.04
Law,Intellectual Property Law,Engage with law and economics frameworks to analyze the efficiency and welfare effects of intellectual property regimes.,100,28,0.28
Law,Intellectual Property Law,Evaluate how technological changes affect the applicability of intellectual property research findings over time.,100,3,0.03
Law,Intellectual Property Law,"Obtain IRB approval for research involving interviews or surveys with inventors, creators, or legal practitioners.",100,2,0.02
Law,Intellectual Property Law,"Parse and standardize patent claims, abstracts, or legal text for systematic analysis.",100,15,0.15
Communication & Media Studies,Intercultural Communication,Address ethical considerations specific to cross-cultural research including culturally appropriate consent processes and protection of vulnerable migrant populations.,100,7,0.07
Communication & Media Studies,Intercultural Communication,"Analyze discourse patterns in intercultural encounters to identify communication breakdowns, code-switching, or accommodation strategies.",100,2,0.02
Communication & Media Studies,Intercultural Communication,"Apply intercultural communication theories such as cultural dimensions, communication accommodation, or identity negotiation when framing research questions about cross-cultural interactions.",100,74,0.74
Communication & Media Studies,Intercultural Communication,Clean and standardize multilingual text data to account for translation inconsistencies and culturally specific response patterns.,100,0,0.0
Communication & Media Studies,Intercultural Communication,"Code qualitative data for themes related to cultural identity, acculturation strategies, intercultural conflict, or communication barriers.",100,36,0.36
Communication & Media Studies,Intercultural Communication,"Collect narrative data from international students, expatriates, or immigrants about their cross-cultural adjustment and communication experiences.",100,27,0.27
Communication & Media Studies,Intercultural Communication,"Conduct observations of intercultural interactions in naturalistic settings such as multicultural workplaces, classrooms, or community organizations.",100,6,0.06
Communication & Media Studies,Intercultural Communication,"Control for language proficiency, length of residence, and prior intercultural experience when analyzing cross-cultural communication outcomes.",100,8,0.08
Communication & Media Studies,Intercultural Communication,"Design interview protocols that account for cultural differences in self-disclosure, directness, and power distance between researcher and participant.",100,6,0.06
Communication & Media Studies,Intercultural Communication,"Design survey instruments incorporating validated intercultural competence scales to measure cross-cultural adaptation, communication apprehension, or cultural identity.",100,28,0.28
Communication & Media Studies,Intercultural Communication,Develop multilingual versions of questionnaires with back-translation procedures to ensure conceptual equivalence across language groups.,100,2,0.02
Communication & Media Studies,Intercultural Communication,"Evaluate whether communication patterns and intercultural competence findings will transfer across different cultural contexts, language groups, or migration settings.",100,9,0.09
Communication & Media Studies,Intercultural Communication,"Partner with international student offices, multinational organizations, or immigrant service agencies to recruit culturally diverse participant samples.",100,15,0.15
Medicine & Clinical Sciences,Internal Medicine & General Practice,Account for clustering of patients within practices or healthcare systems in multi-site analyses.,100,11,0.11
Medicine & Clinical Sciences,Internal Medicine & General Practice,Adjust for comorbidity burden when comparing outcomes across patient groups using validated comorbidity indices.,100,13,0.13
Medicine & Clinical Sciences,Internal Medicine & General Practice,"Analyze time-to-event outcomes for disease complications, hospitalizations, or mortality in chronic disease cohorts.",100,10,0.1
Medicine & Clinical Sciences,Internal Medicine & General Practice,Coordinate with primary care practices and hospital medicine services for patient recruitment and data collection.,100,30,0.3
Medicine & Clinical Sciences,Internal Medicine & General Practice,Design pragmatic clinical trials that can be implemented within routine primary care workflows.,100,5,0.05
Medicine & Clinical Sciences,Internal Medicine & General Practice,Design quality improvement studies with appropriate pre-post or stepped-wedge methodologies.,100,4,0.04
Medicine & Clinical Sciences,Internal Medicine & General Practice,Develop observational cohort studies to track disease progression and treatment outcomes in ambulatory patients.,100,15,0.15
Medicine & Clinical Sciences,Internal Medicine & General Practice,Develop research questions examining the effectiveness of preventive interventions in primary care settings.,100,5,0.05
Medicine & Clinical Sciences,Internal Medicine & General Practice,Establish data sharing agreements with healthcare networks to access multi-site clinical data.,100,16,0.16
Medicine & Clinical Sciences,Internal Medicine & General Practice,Estimate treatment effects of medications using propensity score methods to address confounding by indication.,100,1,0.01
Medicine & Clinical Sciences,Internal Medicine & General Practice,"Formulate hypotheses about modifiable risk factors for chronic diseases such as diabetes, hypertension, and cardiovascular disease.",100,0,0.0
Medicine & Clinical Sciences,Internal Medicine & General Practice,Generate hypotheses about medication adherence factors and their impact on clinical outcomes.,100,0,0.0
Medicine & Clinical Sciences,Internal Medicine & General Practice,Maintain compliance with privacy regulations when linking patient data across multiple healthcare systems.,100,8,0.08
Medicine & Clinical Sciences,Internal Medicine & General Practice,Map diagnostic codes across ICD versions and coding systems to ensure consistent case definitions.,100,6,0.06
Medicine & Clinical Sciences,Internal Medicine & General Practice,Model disease progression trajectories in patients with multimorbidity using longitudinal clinical data.,100,2,0.02
Medicine & Clinical Sciences,Internal Medicine & General Practice,Navigate IRB requirements for studies involving vulnerable populations such as elderly or cognitively impaired patients.,100,21,0.21
Medicine & Clinical Sciences,Internal Medicine & General Practice,Obtain blood samples and other biospecimens during routine clinical encounters for research biobanking.,100,8,0.08
Medicine & Clinical Sciences,Internal Medicine & General Practice,Obtain informed consent from patients with multiple comorbidities who may have varying levels of health literacy.,100,36,0.36
Medicine & Clinical Sciences,Internal Medicine & General Practice,Reconcile laboratory values measured with different assays or reference ranges across clinical sites.,100,0,0.0
Medicine & Clinical Sciences,Internal Medicine & General Practice,Recruit patients from general practice clinics for studies on common medical conditions.,100,21,0.21
Medicine & Clinical Sciences,Internal Medicine & General Practice,Standardize medication data across different formularies and drug classification systems.,100,3,0.03
Business & Management,International Business,Address endogeneity in estimating the relationship between internationalization and firm performance using instrumental variables.,100,5,0.05
Business & Management,International Business,Apply institutional theory to examine how regulatory environments and national governance structures shape multinational enterprise strategies.,100,36,0.36
Business & Management,International Business,Assess whether findings from single-country studies generalize across different institutional and cultural contexts.,100,15,0.15
Business & Management,International Business,Clean and standardize company names and identifiers to match firms across multiple country-level datasets.,100,12,0.12
Business & Management,International Business,Code qualitative data from interviews with multinational executives to identify themes related to internationalization challenges.,100,19,0.19
Business & Management,International Business,Collect primary data from managers and employees of multinational enterprises across multiple country subsidiaries.,100,18,0.18
Business & Management,International Business,"Conduct field interviews with trade officials, customs authorities, or international arbitration practitioners.",100,0,0.0
Business & Management,International Business,Control for country-level confounders such as institutional quality and economic development when analyzing cross-national data.,100,24,0.24
Business & Management,International Business,Coordinate with multinational enterprises to gain access to proprietary data on international operations and supply chains.,100,11,0.11
Business & Management,International Business,Design interview protocols to explore decision-making processes of executives managing cross-border operations.,100,19,0.19
Business & Management,International Business,"Design survey instruments to measure firm-level internationalization processes, entry mode choices, or foreign market commitment.",100,15,0.15
Business & Management,International Business,Develop focus group guides to investigate stakeholder perspectives on multinational corporate practices in host countries.,100,0,0.0
Business & Management,International Business,"Develop questionnaires to assess managerial perceptions of cross-cultural differences, political risk, or institutional distance.",100,7,0.07
Business & Management,International Business,Evaluate the temporal stability of international business phenomena given changing trade policies and geopolitical conditions.,100,8,0.08
Business & Management,International Business,Frame research questions using liability of foreignness or cultural distance frameworks to explain cross-border business performance.,100,27,0.27
Business & Management,International Business,Harmonize financial and operational data reported under different national accounting standards and currencies.,100,7,0.07
Business & Management,International Business,Navigate multi-country ethical review requirements when conducting research across different national jurisdictions.,100,0,0.0
Business & Management,International Business,Partner with trade associations or chambers of commerce to recruit internationally active firms for research participation.,100,3,0.03
Political Science,International Relations,"Address selection effects in studies of international agreements, interventions, or alliance formation.",100,6,0.06
Political Science,International Relations,Administer cross-national surveys to compare public opinion on international issues across different countries.,100,0,0.0
Political Science,International Relations,Analyze qualitative data from interviews with policymakers to identify patterns in foreign policy decision-making.,100,14,0.14
Political Science,International Relations,"Apply theories of interstate conflict, cooperation, or international institutions when framing research questions about state behavior.",100,64,0.64
Political Science,International Relations,Assess whether findings from case studies of specific countries or regions generalize to the broader international system.,100,21,0.21
Political Science,International Relations,"Code diplomatic communications, policy documents, or official statements to identify frames, positions, or rhetorical strategies.",100,41,0.41
Political Science,International Relations,"Conduct elite interviews with foreign policy practitioners, diplomats, or representatives of international organizations.",100,13,0.13
Political Science,International Relations,"Control for confounding factors such as geographic proximity, economic interdependence, or shared regime type in cross-national analyses.",100,6,0.06
Political Science,International Relations,"Coordinate with foreign ministries, embassies, or international organizations to access restricted data or interview key informants.",100,12,0.12
Political Science,International Relations,"Design surveys to measure elite or public attitudes toward foreign policy, international cooperation, or global governance.",100,3,0.03
Political Science,International Relations,"Develop interview protocols for diplomats, policymakers, or international organization officials to gather perspectives on decision-making processes.",100,11,0.11
Political Science,International Relations,Establish partnerships with research institutions in other countries to facilitate cross-national data collection.,100,3,0.03
Political Science,International Relations,Evaluate the temporal scope of findings across different eras of international order or geopolitical configurations.,100,32,0.32
Political Science,International Relations,"Extract and systematize information from diplomatic archives, treaty repositories, or declassified government documents.",100,43,0.43
Political Science,International Relations,"Incorporate constructivist, liberal, or realist theoretical frameworks to explain patterns in international politics.",100,51,0.51
Political Science,International Relations,Navigate cross-national ethical review requirements when conducting research involving participants in multiple countries.,100,1,0.01
Economics,International Trade,Access customs transaction records or firm-level trade data from national statistical agencies.,393,52,0.132316
Economics,International Trade,Address endogeneity in trade policy analysis using instrumental variables or quasi-experimental designs.,393,44,0.111959
Economics,International Trade,"Apply trade theories such as comparative advantage, gravity models, or new trade theory when formulating research hypotheses about trade flows and patterns.",393,158,0.402036
Economics,International Trade,"Assess whether trade relationships and policy effects generalize across different country income levels, trading blocs, or historical trade regimes.",393,106,0.26972
Economics,International Trade,"Collect primary data from firms on trade costs, supply chain relationships, or compliance with trade regulations.",393,3,0.007634
Economics,International Trade,Control for multilateral resistance and other confounding factors when estimating gravity model specifications.,393,30,0.076336
Economics,International Trade,"Coordinate with customs authorities, trade ministries, or international organizations to obtain restricted trade microdata.",393,30,0.076336
Economics,International Trade,"Design firm-level surveys to measure export behavior, import sourcing decisions, or responses to trade policy changes.",393,2,0.005089
Economics,International Trade,"Develop interview protocols for trade policymakers, customs officials, or firm managers to understand trade decision-making processes.",393,4,0.010178
Economics,International Trade,"Evaluate the external validity of findings across different product categories, industries, or stages of global value chains.",393,62,0.157761
Economics,International Trade,"Incorporate institutional frameworks such as WTO rules, regional trade agreements, or trade policy regimes when designing research questions.",393,126,0.320611
Religion,Islamic Studies,Account for selection bias when studying Muslim populations who may be underrepresented or difficult to access.,200,0,0.0
Religion,Islamic Studies,"Acquire and analyze classical Islamic manuscripts, legal opinions, and religious texts as primary sources.",200,148,0.74
Religion,Islamic Studies,"Address confounding variables related to ethnicity, nationality, and sectarian affiliation in observational studies of Muslims.",200,1,0.005
Religion,Islamic Studies,"Address ethical considerations specific to researching religious communities, including respect for sacred texts and practices.",200,1,0.005
Religion,Islamic Studies,"Analyze interview transcripts for themes related to religious identity, practice, and community belonging.",200,28,0.14
Religion,Islamic Studies,Apply classical and contemporary Islamic legal theories when framing research questions about Muslim communities and practices.,200,80,0.4
Religion,Islamic Studies,Assess whether findings about Muslim communities in one region or sect will generalize to other Islamic contexts and traditions.,200,6,0.03
Religion,Islamic Studies,Build relationships with religious authorities and community gatekeepers to facilitate research access and trust.,200,24,0.12
Religion,Islamic Studies,Code qualitative data using thematic frameworks derived from Islamic theological and jurisprudential categories.,200,84,0.42
Religion,Islamic Studies,"Conduct interviews with Islamic scholars, religious leaders, and community members to gather primary qualitative data.",200,31,0.155
Religion,Islamic Studies,"Coordinate with mosques, Islamic centers, and Muslim organizations to recruit study participants.",200,15,0.075
Religion,Islamic Studies,"Design interview protocols that address sensitive topics related to religious practice, identity, and community dynamics.",200,27,0.135
Religion,Islamic Studies,"Design survey instruments that accurately capture religious observance, belief, and identity among Muslim respondents.",200,1,0.005
Religion,Islamic Studies,Develop culturally appropriate questionnaire items that reflect diverse Islamic theological and sectarian perspectives.,200,0,0.0
Religion,Islamic Studies,"Develop focus group guides that facilitate discussion of Islamic values, ethics, and social issues among diverse Muslim participants.",200,2,0.01
Religion,Islamic Studies,Engage with theories of religious authority and transmission to contextualize institutional dynamics in Muslim societies.,200,76,0.38
Religion,Islamic Studies,Evaluate how historical and contemporary political conditions shape the applicability of findings across Muslim-majority and minority settings.,200,9,0.045
Religion,Islamic Studies,Navigate informed consent processes with Muslim participants across varying literacy levels and cultural expectations.,200,1,0.005
Religion,Islamic Studies,"Observe religious practices, rituals, and community gatherings in mosques and Islamic institutions for ethnographic research.",200,22,0.11
Religion,Islamic Studies,"Transcribe and translate Arabic, Persian, or other Islamic-language source materials for textual analysis.",200,85,0.425
Economics,Labor Economics,Acquire administrative employment records from state unemployment insurance systems or social security agencies.,797,90,0.112923
Economics,Labor Economics,Apply difference-in-differences methods to evaluate the effects of labor market policy changes.,797,55,0.069009
Economics,Labor Economics,"Apply human capital theory to frame research questions about education, training, and wage returns.",797,187,0.23463
Economics,Labor Economics,Assess external validity of labor market findings across different regional economies and labor market institutions.,797,94,0.117942
Economics,Labor Economics,Clean and standardize education and credential variables to enable cross-dataset comparisons.,797,133,0.166876
Economics,Labor Economics,"Conduct employer surveys to collect data on hiring practices, wages, and workforce composition.",797,15,0.018821
Economics,Labor Economics,"Construct consistent wage measures by adjusting for inflation, hours worked, and non-wage compensation.",797,139,0.174404
Economics,Labor Economics,Correct for sample selection bias in wage equations using appropriate econometric techniques.,797,49,0.061481
Economics,Labor Economics,Decompose wage gaps between demographic groups into explained and unexplained components.,797,33,0.041405
Economics,Labor Economics,"Design survey instruments to measure job search behavior, reservation wages, and employment history.",797,15,0.018821
Economics,Labor Economics,"Develop questionnaire modules to capture workplace conditions, benefits, and non-wage compensation.",797,16,0.020075
Economics,Labor Economics,Draw on institutional frameworks to examine how labor market regulations affect employment outcomes.,797,210,0.263488
Economics,Labor Economics,"Evaluate whether estimated wage effects generalize across demographic groups, industries, or time periods.",797,120,0.150565
Economics,Labor Economics,Harmonize occupational and industry classification codes across different data sources and time periods.,797,117,0.146801
Economics,Labor Economics,Implement regression discontinuity designs to identify causal effects of age-based or threshold-based labor policies.,797,16,0.020075
Economics,Labor Economics,Incorporate search and matching models when analyzing unemployment duration and job transitions.,797,48,0.060226
Economics,Labor Economics,Negotiate data use agreements with government agencies to access restricted labor market microdata.,797,160,0.200753
Economics,Labor Economics,Obtain linked employer-employee datasets to analyze firm-level wage structures and worker mobility.,797,34,0.04266
Economics,Labor Economics,Use instrumental variables to address endogeneity in estimating returns to education or training.,797,29,0.036386
Education,Language & Literacy Education,Account for nested data structures when analyzing student literacy outcomes within classrooms or schools.,100,2,0.02
Education,Language & Literacy Education,Acquire standardized assessment data from schools or districts to analyze literacy outcomes.,100,6,0.06
Education,Language & Literacy Education,Administer reading or writing assessments to measure learner proficiency or growth.,100,32,0.32
Education,Language & Literacy Education,Analyze classroom discourse transcripts for patterns in teacher-student interaction around texts.,100,7,0.07
Education,Language & Literacy Education,Apply sociocultural or sociolinguistic theories of literacy to frame research questions about reading and writing practices.,100,17,0.17
Education,Language & Literacy Education,"Code interview data for themes related to literacy identity, reading practices, or language attitudes.",100,23,0.23
Education,Language & Literacy Education,"Code student writing for rhetorical features, genre conventions, or linguistic complexity.",100,6,0.06
Education,Language & Literacy Education,Collect student writing samples across drafts or time points to document literacy development.,100,19,0.19
Education,Language & Literacy Education,Conduct classroom observations to document literacy instruction and student engagement with texts.,100,29,0.29
Education,Language & Literacy Education,Coordinate with schools or literacy programs to recruit teachers and students as research participants.,100,74,0.74
Education,Language & Literacy Education,"Design interview protocols to explore learners' literacy histories, reading experiences, or language ideologies.",100,17,0.17
Education,Language & Literacy Education,"Design surveys to measure students' reading attitudes, writing self-efficacy, or language learning motivation.",100,17,0.17
Education,Language & Literacy Education,Develop focus group protocols to investigate classroom literacy practices or community language use.,100,6,0.06
Education,Language & Literacy Education,Develop questionnaires to assess teachers' beliefs about literacy instruction or language pedagogy.,100,6,0.06
Education,Language & Literacy Education,Draw on second language acquisition theories when investigating multilingual learners' literacy development.,100,9,0.09
Education,Language & Literacy Education,"Evaluate whether literacy interventions or instructional approaches transfer across languages, age groups, or educational settings.",100,3,0.03
Education,Language & Literacy Education,Navigate school district approval processes to conduct literacy research in educational settings.,100,32,0.32
Law,Legal Theory & Jurisprudence,Account for case selection effects and jurisdictional variation when drawing inferences from litigation data.,99,2,0.020202
Law,Legal Theory & Jurisprudence,Apply normative frameworks from moral and political philosophy to analyze legal doctrines and institutional arrangements.,99,49,0.494949
Law,Legal Theory & Jurisprudence,"Assess whether legal principles or doctrinal analyses apply across different legal systems, jurisdictions, or historical periods.",99,46,0.464646
Law,Legal Theory & Jurisprudence,"Categorize themes in legal discourse from legislative debates, legal scholarship, or practitioner interviews.",99,25,0.252525
Law,Legal Theory & Jurisprudence,"Code judicial reasoning patterns, interpretive methods, or doctrinal categories in court decisions.",99,8,0.080808
Law,Legal Theory & Jurisprudence,"Compile and analyze judicial opinions, statutes, and legislative histories from legal databases and court records.",99,39,0.393939
Law,Legal Theory & Jurisprudence,"Conduct interviews with legal practitioners, judges, or policymakers to gather perspectives on legal processes and reforms.",99,6,0.060606
Law,Legal Theory & Jurisprudence,"Coordinate with courts, bar associations, or legal aid organizations to access case files or recruit legal professionals as study participants.",99,6,0.060606
Law,Legal Theory & Jurisprudence,"Design surveys to measure perceptions of legal legitimacy, procedural justice, or compliance among legal actors or the public.",99,1,0.010101
Law,Legal Theory & Jurisprudence,"Develop interview protocols to explore how judges, lawyers, or litigants interpret and apply legal rules in practice.",99,5,0.050505
Law,Legal Theory & Jurisprudence,"Engage with theories of legal positivism, natural law, or legal realism when framing research questions about the nature and function of law.",99,50,0.505051
Law,Legal Theory & Jurisprudence,Evaluate the transferability of jurisprudential arguments between common law and civil law traditions.,99,8,0.080808
Law,Legal Theory & Jurisprudence,"Systematically extract and organize legal arguments, holdings, and reasoning from judicial opinions for comparative analysis.",99,11,0.111111
Library & Information Science,"Libraries, Archives & Information Services","Analyze usage and circulation data to inform collection development, weeding, and resource-allocation decisions.",99,5,0.050505
Library & Information Science,"Libraries, Archives & Information Services",Apply information literacy and critical pedagogy frameworks to examine how patrons develop research and source-evaluation skills.,99,13,0.131313
Library & Information Science,"Libraries, Archives & Information Services","Assemble document and metadata corpora from archives, institutional repositories, or special collections for analysis.",99,7,0.070707
Library & Information Science,"Libraries, Archives & Information Services","Assess metadata quality and interoperability across catalogs, repositories, and archival finding aids.",99,3,0.030303
Library & Information Science,"Libraries, Archives & Information Services","Assess whether findings from a single library or archive transfer to institutions of different size, mission, or user community.",99,9,0.090909
Library & Information Science,"Libraries, Archives & Information Services","Code interview and open-ended survey responses to identify themes in information needs, access barriers, and library experiences.",99,37,0.373737
Library & Information Science,"Libraries, Archives & Information Services","Compile circulation, reference, and electronic-resource usage statistics to document collection use and service demand.",99,10,0.10101
Library & Information Science,"Libraries, Archives & Information Services",Conduct observational and ethnographic fieldwork on how patrons navigate physical and virtual library spaces.,99,8,0.080808
Library & Information Science,"Libraries, Archives & Information Services","Design surveys and interview protocols to capture patrons' information needs, service satisfaction, and information-seeking behavior.",99,35,0.353535
Library & Information Science,"Libraries, Archives & Information Services",Develop collection development policies and licensing agreements that balance budget constraints against user needs.,99,1,0.010101
Library & Information Science,"Libraries, Archives & Information Services","Develop metadata schemas, controlled vocabularies, and classification frameworks to describe and organize collections.",99,5,0.050505
Library & Information Science,"Libraries, Archives & Information Services",Draw on information behavior theories such as sense-making or information foraging to frame studies of how users seek and use information.,99,5,0.050505
Library & Information Science,"Libraries, Archives & Information Services","Evaluate how shifts in publishing, funding, or technology limit the generalizability of collection use and access patterns.",99,3,0.030303
